sentence_orig,sentence,label,label_source,has_signoff
make code fix by 11am.,make code fix by 11am,deadline,synthetic,0
Make sure the meeting notes is deadline this Tuesday.,make sure the meeting notes is deadline this tuesday,deadline,synthetic,0
due: assignment in 10 seconds,due: assignment in 10 seconds,deadline,synthetic,0
Share presentation within in 24 hours.,share presentation within in 24 hours,deadline,synthetic,0
- Turn in the slides expected by February 13 by 6pm,turn in the slides expected by february 13 by 6pm,deadline,synthetic,0
"Complete presentation — due February 25, 2026","complete presentation — due february 25, 2026",deadline,synthetic,0
"Pls provide the release notes no later than Saturday, if possible.","pls provide the release notes no later than saturday, if possible",deadline,synthetic,0
create slides before next Monday,create slides before next monday,deadline,synthetic,0
"team, please turn in the article expected by in 120 hours.","team, please turn in the article expected by in 120 hours",deadline,synthetic,0
Research notes should be deadline next Tuesday.,research notes should be deadline next tuesday,deadline,synthetic,0
finish proposal by next Tuesday,finish proposal by next tuesday,deadline,synthetic,0
engineering: Upload the research notes deadline one hour tops.,engineering: upload the research notes deadline one hour tops,deadline,synthetic,0
Due this Thursday: analysis.,due this thursday: analysis,deadline,synthetic,0
"meeting notes due February 26, 2026 by noon","meeting notes due february 26, 2026 by noon",deadline,synthetic,0
target: summary no later than 11:59pm.,target: summary no later than 11:59pm,deadline,synthetic,0
due by: timesheet Wednesday at 8pm.,due by: timesheet wednesday at 8pm,deadline,synthetic,0
Prepare summary — due ASAP.,prepare summary — due asap,deadline,synthetic,0
"Alice, please share the release notes required by October 18 at 10am.","alice, please share the release notes required by october 18 at 10am",deadline,synthetic,0
dev: Send the budget before April 4.,dev: send the budget before april 4,deadline,synthetic,0
do meeting notes by 9am,do meeting notes by 9am,deadline,synthetic,0
"Tarun, please email the presentation expected by noon.","tarun, please email the presentation expected by noon",deadline,synthetic,0
application due Friday.,application due friday,deadline,synthetic,0
Ensure the budget is due on next Thursday.,ensure the budget is due on next thursday,deadline,synthetic,0
do assignment by Saturday,do assignment by saturday,deadline,synthetic,0
"Do try to email the project plan by September 12, 2026, so we can proceed.","do try to email the project plan by september 12, 2026, so we can proceed",deadline,synthetic,0
deadline: meeting notes one minute.,deadline: meeting notes one minute,deadline,synthetic,0
"* Implement the project plan by 4pm Thanks,",implement the project plan by 4pm,deadline,synthetic,1
ETA: documentation expected by 7pm at 10am.,eta: documentation expected by 7pm at 10am,deadline,synthetic,0
"Needs to be due by September 8, 2026: release notes.","needs to be due by september 8, 2026: release notes",deadline,synthetic,0
"Can you submit the draft due on April 2, 2026?","can you submit the draft due on april 2, 2026",deadline,synthetic,0
"Is the timesheet due August 18, 2026?","is the timesheet due august 18, 2026",deadline,synthetic,0
Please share the presentation in Thursday.,please share the presentation in thursday,deadline,synthetic,0
"Upload code fix no later than June 27 - Best,",upload code fix no later than june 27,deadline,synthetic,1
* Finish the analysis deadline October 17,finish the analysis deadline october 17,deadline,synthetic,0
Design doc — deadline in 6 hours.,design doc — deadline in 6 hours,deadline,synthetic,0
Prepare form due by this Sunday.,prepare form due by this sunday,deadline,synthetic,0
• Complete the code fix deadline for in 6 months,complete the code fix deadline for in 6 months,deadline,synthetic,0
"Complete the form in in 300 days, for the review.","complete the form in in 300 days, for the review",deadline,synthetic,0
finish report by 3pm,finish report by 3pm,deadline,synthetic,0
• research notes - due in 4 weeks,research notes - due in 4 weeks,deadline,synthetic,0
finish invoice by July 28 at 11am,finish invoice by july 28 at 11am,deadline,synthetic,0
Form before next Thursday.,form before next thursday,deadline,synthetic,0
Draft — due by Tuesday at 4pm.,draft — due by tuesday at 4pm,deadline,synthetic,0
Provide the presentation in Friday at 11:59pm.,provide the presentation in friday at 11:59pm,deadline,synthetic,0
Please produce the invoice in Monday at 11am.,please produce the invoice in monday at 11am,deadline,synthetic,0
"finish form by December 23, 2026","finish form by december 23, 2026",deadline,synthetic,0
"Deliver the minutes deadline 11am, by then, please.","deliver the minutes deadline 11am, by then, please",deadline,synthetic,0
"Article needs to be due on January 19, 2026.","article needs to be due on january 19, 2026",deadline,synthetic,0
Can we have the expense report required by 6pm?,can we have the expense report required by 6pm,deadline,synthetic,0
before: assignment May 7.,before: assignment may 7,deadline,synthetic,0
Provide summary within ASAP.,provide summary within asap,deadline,synthetic,0
"Budget - due May 14, 2026.","budget - due may 14, 2026",deadline,synthetic,0
Prepare release notes due Tuesday - - Ruthik,prepare release notes due tuesday - - ruthik,deadline,synthetic,0
due on: minutes 3pm.,due on: minutes 3pm,deadline,synthetic,0
"Slides needs to be deadline for March 26, 2026.","slides needs to be deadline for march 26, 2026",deadline,synthetic,0
manager: Hand in the research notes due Thursday.,manager: hand in the research notes due thursday,deadline,synthetic,0
* Share the documentation no later than 11am,share the documentation no later than 11am,deadline,synthetic,0
Please resolve the form expected by Saturday at 8pm.,please resolve the form expected by saturday at 8pm,deadline,synthetic,0
Upload the assignment — due in 10 days.,upload the assignment — due in 10 days,deadline,synthetic,0
Share the design doc deadline by EOD.,share the design doc deadline by eod,deadline,synthetic,0
Invoice — hand in in next Sunday.,invoice — hand in in next sunday,deadline,synthetic,0
Can we have the assignment deadline for 2pm?,can we have the assignment deadline for 2pm,deadline,synthetic,0
"Form should be by September 24, 2026.","form should be by september 24, 2026",deadline,synthetic,0
do article by Sunday,do article by sunday,deadline,synthetic,0
Minutes — produce in in 3 seconds.,minutes — produce in in 3 seconds,deadline,synthetic,0
Compile the slides within in 2 hours.,compile the slides within in 2 hours,deadline,synthetic,0
"• design doc - due April 2, 2026 at 3pm","design doc - due april 2, 2026 at 3pm",deadline,synthetic,0
"Do try to compile the summary memo deadline for 5pm,",do try to compile the summary memo deadline for 5pm,deadline,synthetic,0
do design doc by COB,do design doc by cob,deadline,synthetic,0
"due by: expense report in 48 hours, please. Best,","due by: expense report in 48 hours, please",deadline,synthetic,1
do draft by December 8,do draft by december 8,deadline,synthetic,0
"Deliver the design doc in March 8, 2026, for the review.","deliver the design doc in march 8, 2026, for the review",deadline,synthetic,0
"Submit the draft required by February 2, 2026 at 5pm.","submit the draft required by february 2, 2026 at 5pm",deadline,synthetic,0
Resolve the form in next Monday.,resolve the form in next monday,deadline,synthetic,0
"minutes by March 15, 2026","minutes by march 15, 2026",deadline,synthetic,0
Test plan should be until Monday at 11:59pm.,test plan should be until monday at 11:59pm,deadline,synthetic,0
Needs to be due Saturday at 6pm: code fix.,needs to be due saturday at 6pm: code fix,deadline,synthetic,0
- Complete the test plan before next Friday,complete the test plan before next friday,deadline,synthetic,0
Email the project plan — due by Wednesday at 8pm.,email the project plan — due by wednesday at 8pm,deadline,synthetic,0
Invoice needs to be due on Sunday.,invoice needs to be due on sunday,deadline,synthetic,0
Needs to be deadline January 27: slides.,needs to be deadline january 27: slides,deadline,synthetic,0
return the minutes deadline for next tuesday.,return the minutes deadline for next tuesday,deadline,synthetic,0
due: test plan in 8 hours,due: test plan in 8 hours,deadline,synthetic,0
Due Tuesday at 8pm: invoice.,due tuesday at 8pm: invoice,deadline,synthetic,0
Target: presentation deadline for in 3 weeks.,target: presentation deadline for in 3 weeks,deadline,synthetic,0
article due May 6,article due may 6,deadline,synthetic,0
post summary by 6pm.,post summary by 6pm,deadline,synthetic,0
"ETA: assignment due 1pm, — thanks",eta: assignment due 1pm,deadline,synthetic,1
Make sure to hand in the invoice within in 4 weeks.,make sure to hand in the invoice within in 4 weeks,deadline,synthetic,0
"Hand in report expected by Tuesday at 10am - Best,",hand in report expected by tuesday at 10am,deadline,synthetic,1
"Reminder: minutes required by November 7, 2026 at 1pm.","reminder: minutes required by november 7, 2026 at 1pm",deadline,synthetic,0
"Prepare the budget in February 11, 2026.","prepare the budget in february 11, 2026",deadline,synthetic,0
• Finish the budget no later than by COB.,finish the budget no later than by cob,deadline,synthetic,0
Please finish the presentation deadline September 27 by noon.,please finish the presentation deadline september 27 by noon,deadline,synthetic,0
• schedule - due Friday at 9am to meet the deadline.,schedule - due friday at 9am to meet the deadline,deadline,synthetic,0
When is the code fix due? (Preferably in 180 days),when is the code fix due? (preferably in 180 days,deadline,synthetic,0
"form by August 28, 2026","form by august 28, 2026",deadline,synthetic,0
Don't forget to complete the analysis due in 1 hour.,don't forget to complete the analysis due in 1 hour,deadline,synthetic,0
Ensure the assignment is due by next Wednesday.,ensure the assignment is due by next wednesday,deadline,synthetic,0
* dataset - due October 10 asap.,dataset - due october 10 asap,deadline,synthetic,0
- application - due Sunday at 10am,application - due sunday at 10am,deadline,synthetic,0
do expense report by Wednesday if possible.,do expense report by wednesday if possible,deadline,synthetic,0
Share the code fix due by Friday.,share the code fix due by friday,deadline,synthetic,0
expense report by 11:59pm,expense report by 11:59pm,deadline,synthetic,0
finish proposal by Monday at 11am.,finish proposal by monday at 11am,deadline,synthetic,0
Complete draft — due Sunday,complete draft — due sunday,deadline,synthetic,0
Implement documentation within in 365 days.,implement documentation within in 365 days,deadline,synthetic,0
Return dataset — due June 7 at 7pm,return dataset — due june 7 at 7pm,deadline,synthetic,0
Is the draft due Tuesday?,is the draft due tuesday,deadline,synthetic,0
Please return the timesheet in 2pm.,please return the timesheet in 2pm,deadline,synthetic,0
* slides - due November 5,slides - due november 5,deadline,synthetic,0
Deliver the assignment within Friday.,deliver the assignment within friday,deadline,synthetic,0
* summary - due Saturday,summary - due saturday,deadline,synthetic,0
research notes due Tuesday,research notes due tuesday,deadline,synthetic,0
due on: proposal by end of month.,due on: proposal by end of month,deadline,synthetic,0
"Invoice deadline 9am, by then, please.","invoice deadline 9am, by then, please",deadline,synthetic,0
Please deliver the budget in 6pm.,please deliver the budget in 6pm,deadline,synthetic,0
Don't forget to compile the proposal due by October 23.,don't forget to compile the proposal due by october 23,deadline,synthetic,0
Is the article due in 14 days?,is the article due in 14 days,deadline,synthetic,0
Implement the design doc — due on next Wednesday.,implement the design doc — due on next wednesday,deadline,synthetic,0
Proposal — deliver in in 8 hours.,proposal — deliver in in 8 hours,deadline,synthetic,0
turn in budget — due in 2 days,turn in budget — due in 2 days,deadline,synthetic,0
"Can we have the code fix by April 19, 2026?","can we have the code fix by april 19, 2026",deadline,synthetic,0
When is the test plan due? (Preferably in 2 weeks),when is the test plan due? (preferably in 2 weeks,deadline,synthetic,0
Resolve draft before this Thursday.,resolve draft before this thursday,deadline,synthetic,0
Make sure to provide the meeting notes within September 21.,make sure to provide the meeting notes within september 21,deadline,synthetic,0
"manager, please finish the evaluation on or before Wednesday, if you can.","manager, please finish the evaluation on or before wednesday, if you can",deadline,synthetic,0
timesheet - due 11am,timesheet - due 11am,deadline,synthetic,0
Project plan — no later than in 2 hours at 5pm.,project plan — no later than in 2 hours at 5pm,deadline,synthetic,0
Design doc — required by next Friday.,design doc — required by next friday,deadline,synthetic,0
* release notes - due Saturday,release notes - due saturday,deadline,synthetic,0
"HR, please finish the dataset on or before Monday.","hr, please finish the dataset on or before monday",deadline,synthetic,0
"documentation by December 17, 2026 by 4pm","documentation by december 17, 2026 by 4pm",deadline,synthetic,0
dataset by this Tuesday,dataset by this tuesday,deadline,synthetic,0
Please turn in the release notes until in 5 days.,please turn in the release notes until in 5 days,deadline,synthetic,0
Send the meeting notes no later than May 2 by 3pm.,send the meeting notes no later than may 2 by 3pm,deadline,synthetic,0
ETA: research notes due on Wednesday.,eta: research notes due on wednesday,deadline,synthetic,0
Email the budget due by October 21.,email the budget due by october 21,deadline,synthetic,0
"ops, please finish the budget due on 6pm.","ops, please finish the budget due on 6pm",deadline,synthetic,0
Release notes — due by 10am.,release notes — due by 10am,deadline,synthetic,0
"Do try to complete the draft no later than Monday at 7pm, — thanks",do try to complete the draft no later than monday at 7pm,deadline,synthetic,1
Return the research notes due this Friday.,return the research notes due this friday,deadline,synthetic,0
• application - due Monday at 6pm.,application - due monday at 6pm,deadline,synthetic,0
due: assignment July 1,due: assignment july 1,deadline,synthetic,0
finance: Provide the analysis due by EOD.,finance: provide the analysis due by eod,deadline,synthetic,0
due: assignment Saturday.,due: assignment saturday,deadline,synthetic,0
Needs to be on or before next week at 1pm: article.,needs to be on or before next week at 1pm: article,deadline,synthetic,0
Deliver draft — due 2pm,deliver draft — due 2pm,deadline,synthetic,0
Draft — due January 18.,draft — due january 18,deadline,synthetic,0
Summary — due March 7.,summary — due march 7,deadline,synthetic,0
ETA: timesheet no later than December 8 at 11am.,eta: timesheet no later than december 8 at 11am,deadline,synthetic,0
"create project plan before July 13, 2026","create project plan before july 13, 2026",deadline,synthetic,0
"Please send the form no later than in 1 second. Thanks,",please send the form no later than in 1 second,deadline,synthetic,1
"Meeting notes — post in April 5 at 7pm, asap.","meeting notes — post in april 5 at 7pm, asap",deadline,synthetic,0
ETA: research notes by August 10.,eta: research notes by august 10,deadline,synthetic,0
"Make sure to post the summary within December 14, 2026.","make sure to post the summary within december 14, 2026",deadline,synthetic,0
implement release notes by April 23.,implement release notes by april 23,deadline,synthetic,0
When is the presentation due? (Preferably next Tuesday at 4pm),when is the presentation due? (preferably next tuesday at 4pm,deadline,synthetic,0
Implement slides — due 10am at 7pm,implement slides — due 10am at 7pm,deadline,synthetic,0
Please post the release notes in by EOD.,please post the release notes in by eod,deadline,synthetic,0
Please upload the release notes in by end of month.,please upload the release notes in by end of month,deadline,synthetic,0
"Post the evaluation before December 24, 2026.","post the evaluation before december 24, 2026",deadline,synthetic,0
Hand in dataset due on August 3 by 7pm.,hand in dataset due on august 3 by 7pm,deadline,synthetic,0
prepare the form due on in 10 seconds.,prepare the form due on in 10 seconds,deadline,synthetic,0
contract due this Thursday,contract due this thursday,deadline,synthetic,0
Finalize slides — due July 8,finalize slides — due july 8,deadline,synthetic,0
"Needs to be required by April 1, 2026 by 5pm: summary.","needs to be required by april 1, 2026 by 5pm: summary",deadline,synthetic,0
* timesheet - due 8pm.,timesheet - due 8pm,deadline,synthetic,0
"Evaluation required by February 26, 2026.","evaluation required by february 26, 2026",deadline,synthetic,0
Return the meeting notes in Tuesday at 10am.,return the meeting notes in tuesday at 10am,deadline,synthetic,0
- presentation - due next Sunday,presentation - due next sunday,deadline,synthetic,0
no later than: presentation March 4 at 6pm.,no later than: presentation march 4 at 6pm,deadline,synthetic,0
"Turn in the code fix deadline March 24, 2026 at 7pm.","turn in the code fix deadline march 24, 2026 at 7pm",deadline,synthetic,0
"do budget by August 28, 2026","do budget by august 28, 2026",deadline,synthetic,0
"Kindly email the application due on October 23, if possible.","kindly email the application due on october 23, if possible",deadline,synthetic,0
Compile expense report due by next Tuesday.,compile expense report due by next tuesday,deadline,synthetic,0
"Tarun: Deliver the contract due Wednesday at 9am, thanks.",tarun: deliver the contract due wednesday at 9am,deadline,synthetic,1
Post test plan — due noon,post test plan — due noon,deadline,synthetic,0
• project plan - due in 12 hours asap.,project plan - due in 12 hours asap,deadline,synthetic,0
due: analysis immediately.,due: analysis immediately,deadline,synthetic,0
Article - due this Tuesday.,article - due this tuesday,deadline,synthetic,0
due: slides COB,due: slides cob,deadline,synthetic,0
Please implement the budget due next second.,please implement the budget due next second,deadline,synthetic,0
due: contract in 24 hours,due: contract in 24 hours,deadline,synthetic,0
Can we have the analysis no later than 8pm?,can we have the analysis no later than 8pm,deadline,synthetic,0
ETA: application due on September 26.,eta: application due on september 26,deadline,synthetic,0
test plan due 3pm,test plan due 3pm,deadline,synthetic,0
"Meeting notes deadline for May 5 at 7pm, thanks.",meeting notes deadline for may 5 at 7pm,deadline,synthetic,1
Implement research notes within May 21.,implement research notes within may 21,deadline,synthetic,0
* expense report - due Wednesday if possible.,expense report - due wednesday if possible,deadline,synthetic,0
"make application by October 19, 2026","make application by october 19, 2026",deadline,synthetic,0
Due Saturday: research notes.,due saturday: research notes,deadline,synthetic,0
"do summary memo by April 7, 2026","do summary memo by april 7, 2026",deadline,synthetic,0
"due: documentation next Tuesday by then, please.","due: documentation next tuesday by then, please",deadline,synthetic,0
"create draft before December 18, 2026","create draft before december 18, 2026",deadline,synthetic,0
* Hand in the contract no later than 11am so we can proceed.,hand in the contract no later than 11am so we can proceed,deadline,synthetic,0
"* summary - due February 28, 2026 Regards,","summary - due february 28, 2026",deadline,synthetic,1
Application should be by 8pm.,application should be by 8pm,deadline,synthetic,0
Timesheet — implement in May 25.,timesheet — implement in may 25,deadline,synthetic,0
* Implement the project plan required by Thursday at 8pm.,implement the project plan required by thursday at 8pm,deadline,synthetic,0
ETA: research notes before Sunday at 1pm.,eta: research notes before sunday at 1pm,deadline,synthetic,0
"Submit the presentation — no later than December 28, asap.","submit the presentation — no later than december 28, asap",deadline,synthetic,0
due: research notes in 3 hours,due: research notes in 3 hours,deadline,synthetic,0
"resolve presentation by April 2, 2026.","resolve presentation by april 2, 2026",deadline,synthetic,0
"Resolve meeting notes due August 26, 2026.","resolve meeting notes due august 26, 2026",deadline,synthetic,0
Summary memo until Friday at 1pm.,summary memo until friday at 1pm,deadline,synthetic,0
Upload slides due by in 2 days.,upload slides due by in 2 days,deadline,synthetic,0
Target: contract before June 5 at 3pm.,target: contract before june 5 at 3pm,deadline,synthetic,0
Can you finish the research notes before Sunday at 6pm?,can you finish the research notes before sunday at 6pm,deadline,synthetic,0
"Make sure the contract is expected by October 5, for the review.","make sure the contract is expected by october 5, for the review",deadline,synthetic,0
* dataset - due February 20 at 7pm so we can proceed.,dataset - due february 20 at 7pm so we can proceed,deadline,synthetic,0
Finalize expense report within this Sunday.,finalize expense report within this sunday,deadline,synthetic,0
• Prepare the dataset deadline for 2pm,prepare the dataset deadline for 2pm,deadline,synthetic,0
"Complete the proposal due May 12, 2026, thanks.","complete the proposal due may 12, 2026",deadline,synthetic,1
Provide the contract within 11:59pm.,provide the contract within 11:59pm,deadline,synthetic,0
Article should be due Tuesday at 11am.,article should be due tuesday at 11am,deadline,synthetic,0
Finish the evaluation deadline Sunday at 1pm.,finish the evaluation deadline sunday at 1pm,deadline,synthetic,0
create evaluation before February 28,create evaluation before february 28,deadline,synthetic,0
"Return schedule within December 20, if you can.","return schedule within december 20, if you can",deadline,synthetic,0
Finalize the summary — due on this Thursday.,finalize the summary — due on this thursday,deadline,synthetic,0
Is the report due 7pm?,is the report due 7pm,deadline,synthetic,0
"Please share the expense report required by May 9, 2026 at 3pm.","please share the expense report required by may 9, 2026 at 3pm",deadline,synthetic,0
do draft by Thursday at 9am.,do draft by thursday at 9am,deadline,synthetic,0
Target: presentation until this Tuesday.,target: presentation until this tuesday,deadline,synthetic,0
Finalize project plan within 6pm.,finalize project plan within 6pm,deadline,synthetic,0
"- Hand in the article due January 17, 2026","hand in the article due january 17, 2026",deadline,synthetic,0
Don't forget to submit the release notes on or before August 9.,don't forget to submit the release notes on or before august 9,deadline,synthetic,0
make schedule by January 14,make schedule by january 14,deadline,synthetic,0
"Code fix needs to be due by April 27, 2026 by noon.","code fix needs to be due by april 27, 2026 by noon",deadline,synthetic,0
Summary needs to be due 8pm.,summary needs to be due 8pm,deadline,synthetic,0
finish release notes by next Friday,finish release notes by next friday,deadline,synthetic,0
Draft should be due July 3 at 11am.,draft should be due july 3 at 11am,deadline,synthetic,0
Provide analysis — due in 3 hours,provide analysis — due in 3 hours,deadline,synthetic,0
create expense report before in 3 weeks,create expense report before in 3 weeks,deadline,synthetic,0
Summary needs to be deadline in 2 seconds.,summary needs to be deadline in 2 seconds,deadline,synthetic,0
"Please complete the project plan in 7pm, so we can proceed.","please complete the project plan in 7pm, so we can proceed",deadline,synthetic,0
• slides - due November 1 at 8pm,slides - due november 1 at 8pm,deadline,synthetic,0
Resolve budget within in 5 seconds at 8pm.,resolve budget within in 5 seconds at 8pm,deadline,synthetic,0
- Resolve the analysis due by Sunday at 2pm,resolve the analysis due by sunday at 2pm,deadline,synthetic,0
- Share the evaluation until March 12 by 6pm,share the evaluation until march 12 by 6pm,deadline,synthetic,0
Is the evaluation due February 11 at 5pm?,is the evaluation due february 11 at 5pm,deadline,synthetic,0
"Please make sure to submit the research notes no later than November 15, by then, please.","please make sure to submit the research notes no later than november 15, by then, please",deadline,synthetic,0
Needs to be by this Tuesday at 10am: code fix.,needs to be by this tuesday at 10am: code fix,deadline,synthetic,0
Can you email the research notes expected by 5pm?,can you email the research notes expected by 5pm,deadline,synthetic,0
• Finish the assignment deadline July 18,finish the assignment deadline july 18,deadline,synthetic,0
Due Thursday at 3pm: research notes.,due thursday at 3pm: research notes,deadline,synthetic,0
Post the article by 2pm.,post the article by 2pm,deadline,synthetic,0
When is the article due? (Preferably by COB),when is the article due? (preferably by cob,deadline,synthetic,0
post code fix expected by next friday.,post code fix expected by next friday,deadline,synthetic,0
analysis by March 25,analysis by march 25,deadline,synthetic,0
"Pls finish the invoice before next Friday, — thanks",pls finish the invoice before next friday,deadline,synthetic,1
Dataset - due February 18.,dataset - due february 18,deadline,synthetic,0
Target: article due by Sunday.,target: article due by sunday,deadline,synthetic,0
Research notes needs to be on or before in 30 days.,research notes needs to be on or before in 30 days,deadline,synthetic,0
dataset by July 16,dataset by july 16,deadline,synthetic,0
Proposal — due on 7pm.,proposal — due on 7pm,deadline,synthetic,0
create invoice before in 6 hours,create invoice before in 6 hours,deadline,synthetic,0
• minutes - due Friday,minutes - due friday,deadline,synthetic,0
Meeting notes — due in 48 hours.,meeting notes — due in 48 hours,deadline,synthetic,0
create budget before Friday at 8pm,create budget before friday at 8pm,deadline,synthetic,0
before: design doc next Friday.,before: design doc next friday,deadline,synthetic,0
Can we have the draft due on in 12 hours?,can we have the draft due on in 12 hours,deadline,synthetic,0
Share the invoice in in 120 hours.,share the invoice in in 120 hours,deadline,synthetic,0
Meeting notes until Saturday.,meeting notes until saturday,deadline,synthetic,0
Email presentation deadline Tuesday - Thanks!,email presentation deadline tuesday,deadline,synthetic,1
form due 7pm,form due 7pm,deadline,synthetic,0
* Provide the project plan by this Saturday,provide the project plan by this saturday,deadline,synthetic,0
Finalize the article — due in 120 hours.,finalize the article — due in 120 hours,deadline,synthetic,0
can you upload the dataset until september 23?,can you upload the dataset until september 23,deadline,synthetic,0
Timesheet — finish in in 2 days.,timesheet — finish in in 2 days,deadline,synthetic,0
Provide the assignment in 6pm.,provide the assignment in 6pm,deadline,synthetic,0
Due in 180 days: test plan.,due in 180 days: test plan,deadline,synthetic,0
"make expense report by March 19, 2026 by 8pm if you can.","make expense report by march 19, 2026 by 8pm if you can",deadline,synthetic,0
"Can we have the summary memo no later than September 26, 2026 at 5pm?","can we have the summary memo no later than september 26, 2026 at 5pm",deadline,synthetic,0
"Share article due on January 1, 2026 - Regards,","share article due on january 1, 2026",deadline,synthetic,1
engineering: Prepare the proposal no later than this Friday.,engineering: prepare the proposal no later than this friday,deadline,synthetic,0
Turn in presentation — due in 5 days,turn in presentation — due in 5 days,deadline,synthetic,0
Please provide the documentation in Sunday. - Ruthik,please provide the documentation in sunday. - ruthik,deadline,synthetic,0
Please hand in the form in Wednesday at 8pm.,please hand in the form in wednesday at 8pm,deadline,synthetic,0
"Deliver the draft within April 18, 2026.","deliver the draft within april 18, 2026",deadline,synthetic,0
Report no later than December 24 at 11am.,report no later than december 24 at 11am,deadline,synthetic,0
"Pls email the draft deadline for 3pm, for the review.","pls email the draft deadline for 3pm, for the review",deadline,synthetic,0
Analysis needs to be deadline for Monday.,analysis needs to be deadline for monday,deadline,synthetic,0
Don't forget to provide the report on or before next Thursday.,don't forget to provide the report on or before next thursday,deadline,synthetic,0
Is the minutes due June 19?,is the minutes due june 19,deadline,synthetic,0
• Prepare the assignment deadline for Thursday at 5pm,prepare the assignment deadline for thursday at 5pm,deadline,synthetic,0
- release notes - due in 48 hours,release notes - due in 48 hours,deadline,synthetic,0
presentation by 6pm please.,presentation by 6pm please,deadline,synthetic,0
"Return proposal deadline Saturday at 10am - Regards,",return proposal deadline saturday at 10am,deadline,synthetic,1
Needs to be until August 9: design doc.,needs to be until august 9: design doc,deadline,synthetic,0
• Complete the evaluation no later than in 2 days,complete the evaluation no later than in 2 days,deadline,synthetic,0
• presentation - due this Saturday,presentation - due this saturday,deadline,synthetic,0
Make sure to prepare the slides within in 3 months.,make sure to prepare the slides within in 3 months,deadline,synthetic,0
make meeting notes by noon,make meeting notes by noon,deadline,synthetic,0
do budget by October 21,do budget by october 21,deadline,synthetic,0
Needs to be deadline for in 2 days: proposal.,needs to be deadline for in 2 days: proposal,deadline,synthetic,0
Produce the form due in 3 days.,produce the form due in 3 days,deadline,synthetic,0
make proposal by August 12 at 6pm,make proposal by august 12 at 6pm,deadline,synthetic,0
Needs to be due by 11am: draft.,needs to be due by 11am: draft,deadline,synthetic,0
finish article by this Saturday,finish article by this saturday,deadline,synthetic,0
Target: budget due on February 27.,target: budget due on february 27,deadline,synthetic,0
engineering: Prepare the summary expected by Friday.,engineering: prepare the summary expected by friday,deadline,synthetic,0
Upload schedule within EOD.,upload schedule within eod,deadline,synthetic,0
"Ensure the invoice is deadline October 13, 2026.","ensure the invoice is deadline october 13, 2026",deadline,synthetic,0
deadline for: application Monday.,deadline for: application monday,deadline,synthetic,0
Due in 12 hours: research notes.,due in 12 hours: research notes,deadline,synthetic,0
finish form by October 18,finish form by october 18,deadline,synthetic,0
"Please post the release notes in May 15, 2026 by 1pm.","please post the release notes in may 15, 2026 by 1pm",deadline,synthetic,0
"Due January 14, 2026 by 1pm: research notes.","due january 14, 2026 by 1pm: research notes",deadline,synthetic,0
Post release notes — due in 1 hour,post release notes — due in 1 hour,deadline,synthetic,0
Deliver invoice due by this Saturday.,deliver invoice due by this saturday,deadline,synthetic,0
• summary - due 3pm,summary - due 3pm,deadline,synthetic,0
make contract by 8pm,make contract by 8pm,deadline,synthetic,0
Is the report due in 4 hours?,is the report due in 4 hours,deadline,synthetic,0
Contract - due next second.,contract - due next second,deadline,synthetic,0
* Finish the budget deadline for January 13,finish the budget deadline for january 13,deadline,synthetic,0
"no later than: form July 14, 2026.","no later than: form july 14, 2026",deadline,synthetic,0
Post presentation within by COB.,post presentation within by cob,deadline,synthetic,0
Submit draft before Friday - - Ruthik,submit draft before friday - - ruthik,deadline,synthetic,0
Due next Monday: research notes.,due next monday: research notes,deadline,synthetic,0
"Make sure the summary memo is no later than April 27, 2026.","make sure the summary memo is no later than april 27, 2026",deadline,synthetic,0
Deliver the article deadline Thursday at 2pm.,deliver the article deadline thursday at 2pm,deadline,synthetic,0
"Needs to be due December 2 at 4pm: schedule, if you can.","needs to be due december 2 at 4pm: schedule, if you can",deadline,synthetic,0
do invoice by Wednesday at 7pm,do invoice by wednesday at 7pm,deadline,synthetic,0
- Prepare the schedule due in 30 days,prepare the schedule due in 30 days,deadline,synthetic,0
When is the timesheet due? (Preferably March 15 by 11am),when is the timesheet due? (preferably march 15 by 11am,deadline,synthetic,0
"Analysis needs to be deadline Monday at 6pm, for the review.","analysis needs to be deadline monday at 6pm, for the review",deadline,synthetic,0
Needs to be until Monday: dataset.,needs to be until monday: dataset,deadline,synthetic,0
hand in test plan by Monday.,hand in test plan by monday,deadline,synthetic,0
* article - due March 25. - Tarun,article - due march 25. - tarun,deadline,synthetic,0
Complete form no later than August 8. - Team,complete form no later than august 8. - team,deadline,synthetic,0
"Deliver proposal within April 12, 2026 by 4pm.","deliver proposal within april 12, 2026 by 4pm",deadline,synthetic,0
"Pls complete the expense report on or before September 26, 2026,","pls complete the expense report on or before september 26, 2026",deadline,synthetic,0
Please deliver the evaluation in 5pm at noon.,please deliver the evaluation in 5pm at noon,deadline,synthetic,0
Summary needs to be required by July 1 by 1pm.,summary needs to be required by july 1 by 1pm,deadline,synthetic,0
deadline: budget 5pm.,deadline: budget 5pm,deadline,synthetic,0
Ensure the article is expected by Wednesday.,ensure the article is expected by wednesday,deadline,synthetic,0
finish documentation by 10am,finish documentation by 10am,deadline,synthetic,0
- Produce the dataset no later than 4pm,produce the dataset no later than 4pm,deadline,synthetic,0
"make invoice by May 6, 2026.","make invoice by may 6, 2026",deadline,synthetic,0
