sentence_orig,sentence,label,label_source,has_signoff
schedule dance class,schedule dance class,task,mslatte,0
scientific papers,scientific papers,task,mslatte,0
coifman beef,coifman beef,task,mslatte,0
status report,status report,task,mslatte,0
email jephthah,email jephthah,task,mslatte,0
buy running gear,buy running gear,task,mslatte,0
mail travel voucher,mail travel voucher,task,mslatte,0
email scratch,email scratch,task,mslatte,0
reply to jiwei,reply to jiwei,task,mslatte,0
haircut afternoon,haircut afternoon,task,mslatte,0
windex car windshield,windex car windshield,task,mslatte,0
buy christmas flight,buy christmas flight,task,mslatte,0
pick new computer,pick new computer,task,mslatte,0
pick up clutter,pick up clutter,task,mslatte,0
chem test saturday,chem test saturday,task,mslatte,0
perf pipe,perf pipe,task,mslatte,0
nespresso cup,nespresso cup,task,mslatte,0
schedule for boys,schedule for boys,task,mslatte,0
list for party,list for party,task,mslatte,0
water plants,water plants,task,mslatte,0
call zillion,call zillion,task,mslatte,0
book mortgage appointment,book mortgage appointment,task,mslatte,0
email karvell,email karvell,task,mslatte,0
buy dad headphones,buy dad headphones,task,mslatte,0
pick up red wine,pick up red wine,task,mslatte,0
try in clothes,try in clothes,task,mslatte,0
cancel massage,cancel massage,task,mslatte,0
items to get from home,items to get from home,task,mslatte,0
call dah,call dah,task,mslatte,0
pick up mustard,pick up mustard,task,mslatte,0
respond to alma,respond to alma,task,mslatte,0
call about shed,call about shed,task,mslatte,0
print lineup,print lineup,task,mslatte,0
paint blackboards,paint blackboards,task,mslatte,0
org ap flour,org ap flour,task,mslatte,0
print card labels,print card labels,task,mslatte,0
pay fireworks,pay fireworks,task,mslatte,0
tire rotation oil change,tire rotation oil change,task,mslatte,0
call about basketball,call about basketball,task,mslatte,0
download assets,download assets,task,mslatte,0
read gtd,read gtd,task,mslatte,0
apply for obama care,apply for obama care,task,mslatte,0
read econ book,read econ book,task,mslatte,0
call yoko,call yoko,task,mslatte,0
email party,email party,task,mslatte,0
alumni newsletter,alumni newsletter,task,mslatte,0
clean kitchen tonight,clean kitchen tonight,task,mslatte,0
physics paper 4,physics paper 4,task,mslatte,0
program prep,program prep,task,mslatte,0
clean store room,clean store room,task,mslatte,0
call references,call references,task,mslatte,0
8 pillows,8 pillows,task,mslatte,0
finish tree,finish tree,task,mslatte,0
b wax,b wax,task,mslatte,0
finish money transfer,finish money transfer,task,mslatte,0
photo shoot schedule,photo shoot schedule,task,mslatte,0
sce bill,sce bill,task,mslatte,0
obgyn apt,obgyn apt,task,mslatte,0
text jinzhou,text jinzhou,task,mslatte,0
dinner with patty,dinner with patty,task,mslatte,0
switch to tea,switch to tea,task,mslatte,0
clean out both cars,clean out both cars,task,mslatte,0
text qiaoyun,text qiaoyun,task,mslatte,0
thin radishes,thin radishes,task,mslatte,0
pay jack,pay jack,task,mslatte,0
frog list,frog list,task,mslatte,0
jim s email,jim s email,task,mslatte,0
call west,call west,task,mslatte,0
email wills,email wills,task,mslatte,0
gap return clothes,gap return clothes,task,mslatte,0
mon expenses,mon expenses,task,mslatte,0
csr review,csr review,task,mslatte,0
botas,botas,task,mslatte,0
check in and print boarding passes,check in and print boarding passes,task,mslatte,0
call superior,call superior,task,mslatte,0
approve expensify,approve expensify,task,mslatte,0
pick up table cloths,pick up table cloths,task,mslatte,0
theology assignment,theology assignment,task,mslatte,0
to text,to text,task,mslatte,0
pay nysrine,pay nysrine,task,mslatte,0
buy compost bags,buy compost bags,task,mslatte,0
microb,microb,task,mslatte,0
email daycare,email daycare,task,mslatte,0
talk to george,talk to george,task,mslatte,0
decide on days off,decide on days off,task,mslatte,0
sweatshirts,sweatshirts,task,mslatte,0
email ed,email ed,task,mslatte,0
email nasr,email nasr,task,mslatte,0
dr policy,dr policy,task,mslatte,0
existentialism reading,existentialism reading,task,mslatte,0
reinstall iphone,reinstall iphone,task,mslatte,0
dental appts,dental appts,task,mslatte,0
costco gift,costco gift,task,mslatte,0
2 sweater,2 sweater,task,mslatte,0
pick up thesis,pick up thesis,task,mslatte,0
order flights,order flights,task,mslatte,0
call ooi,call ooi,task,mslatte,0
buy mums bday present,buy mums bday present,task,mslatte,0
acct study,acct study,task,mslatte,0
flag emails,flag emails,task,mslatte,0
pay bills target,pay bills target,task,mslatte,0
defrost beer fridge,defrost beer fridge,task,mslatte,0
call klavdiya,call klavdiya,task,mslatte,0
follow up with summer,follow up with summer,task,mslatte,0
pay tracey,pay tracey,task,mslatte,0
video for church,video for church,task,mslatte,0
email rae,email rae,task,mslatte,0
check on passport expiration,check on passport expiration,task,mslatte,0
email meeting agenda,email meeting agenda,task,mslatte,0
book dumplings,book dumplings,task,mslatte,0
potatoes,potatoes,task,mslatte,0
book photo shoot,book photo shoot,task,mslatte,0
growth charts,growth charts,task,mslatte,0
call puay,call puay,task,mslatte,0
econ problem set #1,econ problem set #1,task,mslatte,0
text pozo,text pozo,task,mslatte,0
calligraphy class,calligraphy class,task,mslatte,0
history exam,history exam,task,mslatte,0
calculate petty cash,calculate petty cash,task,mslatte,0
email pegasus,email pegasus,task,mslatte,0
put gas in boat,put gas in boat,task,mslatte,0
goldwater scholarship,goldwater scholarship,task,mslatte,0
handyman services,handyman services,task,mslatte,0
fax release,fax release,task,mslatte,0
dictate letters,dictate letters,task,mslatte,0
etest,etest,task,mslatte,0
get rx from walmart,get rx from walmart,task,mslatte,0
text bekir,text bekir,task,mslatte,0
load quicken,load quicken,task,mslatte,0
lantern,lantern,task,mslatte,0
create a study schedule,create a study schedule,task,mslatte,0
wed practice,wed practice,task,mslatte,0
email manoharan,email manoharan,task,mslatte,0
email kiminori,email kiminori,task,mslatte,0
find discover card,find discover card,task,mslatte,0
update spread,update spread,task,mslatte,0
paint window frame,paint window frame,task,mslatte,0
email unsubs,email unsubs,task,mslatte,0
submit log,submit log,task,mslatte,0
course exam,course exam,task,mslatte,0
further maths revision,further maths revision,task,mslatte,0
finish presentation slides,finish presentation slides,task,mslatte,0
usaa insurance,usaa insurance,task,mslatte,0
grandma thank you note,grandma thank you note,task,mslatte,0
battery costco,battery costco,task,mslatte,0
chem textbook,chem textbook,task,mslatte,0
shop for lunches,shop for lunches,task,mslatte,0
get ledger,get ledger,task,mslatte,0
pay barclays card,pay barclays card,task,mslatte,0
figure out printer,figure out printer,task,mslatte,0
econ quiz,econ quiz,task,mslatte,0
order ottomans,order ottomans,task,mslatte,0
call air asia,call air asia,task,mslatte,0
cans whip cream,cans whip cream,task,mslatte,0
call dad tuesday,call dad tuesday,task,mslatte,0
reschedule pediatrician,reschedule pediatrician,task,mslatte,0
put christmas away,put christmas away,task,mslatte,0
airbnb thing,airbnb thing,task,mslatte,0
go to albertsons,go to albertsons,task,mslatte,0
look for a holiday,look for a holiday,task,mslatte,0
make chem notecard,make chem notecard,task,mslatte,0
email soccer team,email soccer team,task,mslatte,0
call chase about fees,call chase about fees,task,mslatte,0
return all birds,return all birds,task,mslatte,0
email vaideeswaran,email vaideeswaran,task,mslatte,0
annotate article,annotate article,task,mslatte,0
pt presentation,pt presentation,task,mslatte,0
call millets,call millets,task,mslatte,0
go thru papers,go thru papers,task,mslatte,0
call hospice,call hospice,task,mslatte,0
put in schedule,put in schedule,task,mslatte,0
anthro exchange,anthro exchange,task,mslatte,0
credit card travel advisory,credit card travel advisory,task,mslatte,0
today dishes,today dishes,task,mslatte,0
review calendar,review calendar,task,mslatte,0
install gate,install gate,task,mslatte,0
transfer to bpi,transfer to bpi,task,mslatte,0
bandaid in bag,bandaid in bag,task,mslatte,0
tarp for outdoor furniture,tarp for outdoor furniture,task,mslatte,0
diving gear,diving gear,task,mslatte,0
contact andrea,contact andrea,task,mslatte,0
wage slip,wage slip,task,mslatte,0
get dongle,get dongle,task,mslatte,0
buy pork floss,buy pork floss,task,mslatte,0
twilio,twilio,task,mslatte,0
full kitchen,full kitchen,task,mslatte,0
get prescription made up,get prescription made up,task,mslatte,0
meal prep and plan,meal prep and plan,task,mslatte,0
pay lawn care,pay lawn care,task,mslatte,0
check catalog,check catalog,task,mslatte,0
accountant appt,accountant appt,task,mslatte,0
call bis,call bis,task,mslatte,0
clean out bookmarks,clean out bookmarks,task,mslatte,0
upload banners,upload banners,task,mslatte,0
facebook business page,facebook business page,task,mslatte,0
minimum payment due,minimum payment due,task,mslatte,0
pay muhammed,pay muhammed,task,mslatte,0
takl app,takl app,task,mslatte,0
nappy lady,nappy lady,task,mslatte,0
get birth certificates,get birth certificates,task,mslatte,0
mbp,mbp,task,mslatte,0
send overtime,send overtime,task,mslatte,0
regular canning lids,regular canning lids,task,mslatte,0
grimshaw juice,grimshaw juice,task,mslatte,0
marzo email,marzo email,task,mslatte,0
gdpr training,gdpr training,task,mslatte,0
get button fixed,get button fixed,task,mslatte,0
call state farm lady,call state farm lady,task,mslatte,0
clean out storage room,clean out storage room,task,mslatte,0
call yiau,call yiau,task,mslatte,0
pr application,pr application,task,mslatte,0
figure out community service,figure out community service,task,mslatte,0
admin meeting minutes,admin meeting minutes,task,mslatte,0
summer and fall schedule,summer and fall schedule,task,mslatte,0
physics practice quiz,physics practice quiz,task,mslatte,0
do cleanse,do cleanse,task,mslatte,0
redesign newsletter,redesign newsletter,task,mslatte,0
mail ebay box,mail ebay box,task,mslatte,0
organize basement storage,organize basement storage,task,mslatte,0
update baby book,update baby book,task,mslatte,0
ops meeting slides,ops meeting slides,task,mslatte,0
study spanish vocab,study spanish vocab,task,mslatte,0
1 can lights,1 can lights,task,mslatte,0
complete taxes,complete taxes,task,mslatte,0
excom report,excom report,task,mslatte,0
respond to matvey,respond to matvey,task,mslatte,0
reply to aleks,reply to aleks,task,mslatte,0
dvds for car,dvds for car,task,mslatte,0
message joanne,message joanne,task,mslatte,0
text ivona,text ivona,task,mslatte,0
post brushes,post brushes,task,mslatte,0
scrub kitchen floor,scrub kitchen floor,task,mslatte,0
call simpson,call simpson,task,mslatte,0
call garage guy,call garage guy,task,mslatte,0
email kunihisa,email kunihisa,task,mslatte,0
streamyx,streamyx,task,mslatte,0
recharge external battery,recharge external battery,task,mslatte,0
reply to teacher,reply to teacher,task,mslatte,0
set up auto rent check,set up auto rent check,task,mslatte,0
do assignment 2,do assignment 2,task,mslatte,0
engagement ring insurance,engagement ring insurance,task,mslatte,0
speech ppt,speech ppt,task,mslatte,0
pack bike,pack bike,task,mslatte,0
footer design,footer design,task,mslatte,0
configure new phone,configure new phone,task,mslatte,0
push code,push code,task,mslatte,0
grab boxes,grab boxes,task,mslatte,0
change oil in motorcycle,change oil in motorcycle,task,mslatte,0
pick up tshirts,pick up tshirts,task,mslatte,0
get amazon fire stick,get amazon fire stick,task,mslatte,0
meeting at 02,meeting at 02,task,mslatte,0
apply for college,apply for college,task,mslatte,0
chem research,chem research,task,mslatte,0
make menu for saturday,make menu for saturday,task,mslatte,0
call thane,call thane,task,mslatte,0
reply to das,reply to das,task,mslatte,0
get shirts from dry cleaner,get shirts from dry cleaner,task,mslatte,0
weigh baby,weigh baby,task,mslatte,0
put case in loft,put case in loft,task,mslatte,0
hair ut,hair ut,task,mslatte,0
measure carpet,measure carpet,task,mslatte,0
mom kindle,mom kindle,task,mslatte,0
make bibliography,make bibliography,task,mslatte,0
email devan,email devan,task,mslatte,0
peds test,peds test,task,mslatte,0
make one sheet,make one sheet,task,mslatte,0
subaru appointment,subaru appointment,task,mslatte,0
email khoj,email khoj,task,mslatte,0
rta change address,rta change address,task,mslatte,0
strawberry jam,strawberry jam,task,mslatte,0
phone foxtons,phone foxtons,task,mslatte,0
study for macro,study for macro,task,mslatte,0
dental office,dental office,task,mslatte,0
call kyung,call kyung,task,mslatte,0
fb reminder,fb reminder,task,mslatte,0
agency brief,agency brief,task,mslatte,0
fccla,fccla,task,mslatte,0
class set up,class set up,task,mslatte,0
apply to exxon,apply to exxon,task,mslatte,0
nursing ceu,nursing ceu,task,mslatte,0
buy benzoyl peroxide,buy benzoyl peroxide,task,mslatte,0
enter my goals,enter my goals,task,mslatte,0
do the reports,do the reports,task,mslatte,0
team presentation,team presentation,task,mslatte,0
work on screenplay,work on screenplay,task,mslatte,0
call dream,call dream,task,mslatte,0
cut leather,cut leather,task,mslatte,0
phonics homework,phonics homework,task,mslatte,0
image pro,image pro,task,mslatte,0
order coffee beans,order coffee beans,task,mslatte,0
pay palomino,pay palomino,task,mslatte,0
new shingles vaccine,new shingles vaccine,task,mslatte,0
phone plan for mexico,phone plan for mexico,task,mslatte,0
turn keys in,turn keys in,task,mslatte,0
call acrm,call acrm,task,mslatte,0
esu,esu,task,mslatte,0
get vehicle serviced,get vehicle serviced,task,mslatte,0
dad s grocery list,dad s grocery list,task,mslatte,0
finish final exam,finish final exam,task,mslatte,0
text sadia,text sadia,task,mslatte,0
call pharmerica,call pharmerica,task,mslatte,0
email dorothee,email dorothee,task,mslatte,0
hr reading,hr reading,task,mslatte,0
guided readings,guided readings,task,mslatte,0
book dental appointment,book dental appointment,task,mslatte,0
gas autopay,gas autopay,task,mslatte,0
transcript al,transcript al,task,mslatte,0
organize basement closets,organize basement closets,task,mslatte,0
gym twice,gym twice,task,mslatte,0
extend travel insurance,extend travel insurance,task,mslatte,0
exercise dvds,exercise dvds,task,mslatte,0
maths statistics,maths statistics,task,mslatte,0
put cookies in freezer,put cookies in freezer,task,mslatte,0
marketing final paper,marketing final paper,task,mslatte,0
buy raybans,buy raybans,task,mslatte,0
frozen blueberries,frozen blueberries,task,mslatte,0
cpd course,cpd course,task,mslatte,0
electrician quote,electrician quote,task,mslatte,0
windowsills,windowsills,task,mslatte,0
give out cvs,give out cvs,task,mslatte,0
pick up blue dress,pick up blue dress,task,mslatte,0
book train home,book train home,task,mslatte,0
text youth,text youth,task,mslatte,0
uniform cleaning,uniform cleaning,task,mslatte,0
get tshirt,get tshirt,task,mslatte,0
get food shopping,get food shopping,task,mslatte,0
make foot dr appointment,make foot dr appointment,task,mslatte,0
look at att,look at att,task,mslatte,0
check patient portal,check patient portal,task,mslatte,0
bluetooth speaker,bluetooth speaker,task,mslatte,0
email gem,email gem,task,mslatte,0
property tax check,property tax check,task,mslatte,0
bring sprinkles,bring sprinkles,task,mslatte,0
find solicitor,find solicitor,task,mslatte,0
ss homework,ss homework,task,mslatte,0
add money to ezpass,add money to ezpass,task,mslatte,0
put away backpacking stuff,put away backpacking stuff,task,mslatte,0
facebook connections,facebook connections,task,mslatte,0
email to christina,email to christina,task,mslatte,0
yaryn milk,yaryn milk,task,mslatte,0
pay devon,pay devon,task,mslatte,0
ups labels,ups labels,task,mslatte,0
call back to health,call back to health,task,mslatte,0
straighten up bathroom,straighten up bathroom,task,mslatte,0
check in with andrew,check in with andrew,task,mslatte,0
film struck,film struck,task,mslatte,0
order scaffold,order scaffold,task,mslatte,0
create pitch deck,create pitch deck,task,mslatte,0
screenflow,screenflow,task,mslatte,0
print budget,print budget,task,mslatte,0
progressive id cards,progressive id cards,task,mslatte,0
order breakfast for wednesday,order breakfast for wednesday,task,mslatte,0
draft resume,draft resume,task,mslatte,0
pay soar,pay soar,task,mslatte,0
apply for ss,apply for ss,task,mslatte,0
call delivery guy,call delivery guy,task,mslatte,0
make next hair appt,make next hair appt,task,mslatte,0
yify tv,yify tv,task,mslatte,0
cells for remote,cells for remote,task,mslatte,0
talk to som,talk to som,task,mslatte,0
review pitch decks,review pitch decks,task,mslatte,0
text juice,text juice,task,mslatte,0
earth science test,earth science test,task,mslatte,0
appraisal payment,appraisal payment,task,mslatte,0
wipe down all surfaces,wipe down all surfaces,task,mslatte,0
run laptop backup,run laptop backup,task,mslatte,0
get car oil,get car oil,task,mslatte,0
furniture design,furniture design,task,mslatte,0
project status updates,project status updates,task,mslatte,0
make a dermatologist appointment,make a dermatologist appointment,task,mslatte,0
movie watch,movie watch,task,mslatte,0
check mail for bills,check mail for bills,task,mslatte,0
fix shirts,fix shirts,task,mslatte,0
renew memberships,renew memberships,task,mslatte,0
dishwashing liquid,dishwashing liquid,task,mslatte,0
call krishnaram,call krishnaram,task,mslatte,0
email yasufumi,email yasufumi,task,mslatte,0
text graylynne,text graylynne,task,mslatte,0
budget spreadsheet,budget spreadsheet,task,mslatte,0
original birth certificate,original birth certificate,task,mslatte,0
rdu,rdu,task,mslatte,0
send in schedule,send in schedule,task,mslatte,0
reorder glasses,reorder glasses,task,mslatte,0
fix nespresso machine,fix nespresso machine,task,mslatte,0
look for sweaters,look for sweaters,task,mslatte,0
send guarantor form,send guarantor form,task,mslatte,0
studded tires,studded tires,task,mslatte,0
vacuum bathroom fan,vacuum bathroom fan,task,mslatte,0
call arizabaleta,call arizabaleta,task,mslatte,0
angels and demons,angels and demons,task,mslatte,0
citi double cash,citi double cash,task,mslatte,0
leave money for cleaners,leave money for cleaners,task,mslatte,0
euros for trip,euros for trip,task,mslatte,0
comcast xfinity,comcast xfinity,task,mslatte,0
new skirting,new skirting,task,mslatte,0
retirement paperwork,retirement paperwork,task,mslatte,0
respond to vineetha,respond to vineetha,task,mslatte,0
confirm driving lesson,confirm driving lesson,task,mslatte,0
rent bikes,rent bikes,task,mslatte,0
school lottery,school lottery,task,mslatte,0
call zou,call zou,task,mslatte,0
order zippers,order zippers,task,mslatte,0
call citylink,call citylink,task,mslatte,0
bankruptcy payment,bankruptcy payment,task,mslatte,0
install backsplash,install backsplash,task,mslatte,0
email kelvin,email kelvin,task,mslatte,0
get sheetrock,get sheetrock,task,mslatte,0
add volleyball to calendar,add volleyball to calendar,task,mslatte,0
biology quiz,biology quiz,task,mslatte,0
ubank,ubank,task,mslatte,0
set date for christmas party,set date for christmas party,task,mslatte,0
roger review,roger review,task,mslatte,0
money for physio,money for physio,task,mslatte,0
verticals,verticals,task,mslatte,0
house sitter,house sitter,task,mslatte,0
window in kitchen,window in kitchen,task,mslatte,0
create amazon listing,create amazon listing,task,mslatte,0
apply for five jobs,apply for five jobs,task,mslatte,0
bring noise cancelling headphones,bring noise cancelling headphones,task,mslatte,0
find shaver charger,find shaver charger,task,mslatte,0
reply to alegria,reply to alegria,task,mslatte,0
buy rescue remedy,buy rescue remedy,task,mslatte,0
put newsletter together,put newsletter together,task,mslatte,0
call romer,call romer,task,mslatte,0
upload appraisal,upload appraisal,task,mslatte,0
tell survey,tell survey,task,mslatte,0
government study guide,government study guide,task,mslatte,0
security screen,security screen,task,mslatte,0
pick up shoes sunday,pick up shoes sunday,task,mslatte,0
sb review,sb review,task,mslatte,0
move beds around,move beds around,task,mslatte,0
call stump grinder,call stump grinder,task,mslatte,0
sort plants,sort plants,task,mslatte,0
paint trim,paint trim,task,mslatte,0
email zemeng,email zemeng,task,mslatte,0
arrange staff meeting,arrange staff meeting,task,mslatte,0
fold and pack,fold and pack,task,mslatte,0
provolone lots,provolone lots,task,mslatte,0
plan camping trip,plan camping trip,task,mslatte,0
get id picture,get id picture,task,mslatte,0
move washer dryer,move washer dryer,task,mslatte,0
declutter garage,declutter garage,task,mslatte,0
theater quiz,theater quiz,task,mslatte,0
scan assessments,scan assessments,task,mslatte,0
pick up table and chairs,pick up table and chairs,task,mslatte,0
transition meeting,transition meeting,task,mslatte,0
social media plan,social media plan,task,mslatte,0
post photos to website,post photos to website,task,mslatte,0
read 82 pages,read 82 pages,task,mslatte,0
new flat list,new flat list,task,mslatte,0
message deepika,message deepika,task,mslatte,0
find a generator,find a generator,task,mslatte,0
10am dentist,10am dentist,task,mslatte,0
deposit check for car,deposit check for car,task,mslatte,0
email garry,email garry,task,mslatte,0
call k3,call k3,task,mslatte,0
move stuff out of kitchen,move stuff out of kitchen,task,mslatte,0
schedule weekend work,schedule weekend work,task,mslatte,0
call boron,call boron,task,mslatte,0
boogie wipes,boogie wipes,task,mslatte,0
movies tomorrow,movies tomorrow,task,mslatte,0
i banking,i banking,task,mslatte,0
get a will,get a will,task,mslatte,0
"mattress (air mattress, pump)","mattress (air mattress, pump",task,mslatte,0
call visitors,call visitors,task,mslatte,0
text fari,text fari,task,mslatte,0
email shean,email shean,task,mslatte,0
call congress,call congress,task,mslatte,0
find backup drive,find backup drive,task,mslatte,0
email overgaard,email overgaard,task,mslatte,0
career project,career project,task,mslatte,0
amazon mouse,amazon mouse,task,mslatte,0
email dwayne,email dwayne,task,mslatte,0
finish name cards,finish name cards,task,mslatte,0
go to psych appointment,go to psych appointment,task,mslatte,0
pay blue cross,pay blue cross,task,mslatte,0
vac out car,vac out car,task,mslatte,0
water play day,water play day,task,mslatte,0
get and sort mail,get and sort mail,task,mslatte,0
order stationary,order stationary,task,mslatte,0
email about project,email about project,task,mslatte,0
wr essay,wr essay,task,mslatte,0
print field trip form,print field trip form,task,mslatte,0
email jodi,email jodi,task,mslatte,0
cell bio book,cell bio book,task,mslatte,0
quiz 1,quiz 1,task,mslatte,0
take razor,take razor,task,mslatte,0
mom to airport,mom to airport,task,mslatte,0
fit oil change,fit oil change,task,mslatte,0
put up bathroom blind,put up bathroom blind,task,mslatte,0
call bed bath and beyond,call bed bath and beyond,task,mslatte,0
respond to christina,respond to christina,task,mslatte,0
contact designer,contact designer,task,mslatte,0
call mission,call mission,task,mslatte,0
thank references,thank references,task,mslatte,0
email start date,email start date,task,mslatte,0
do science project,do science project,task,mslatte,0
print visitor cards,print visitor cards,task,mslatte,0
arc application,arc application,task,mslatte,0
pfizer invoice,pfizer invoice,task,mslatte,0
reimbursement for lunch,reimbursement for lunch,task,mslatte,0
plan next 7 weeks,plan next 7 weeks,task,mslatte,0
reply to tiandan,reply to tiandan,task,mslatte,0
call laseraway,call laseraway,task,mslatte,0
doc presentation,doc presentation,task,mslatte,0
status rpt,status rpt,task,mslatte,0
adjust mint,adjust mint,task,mslatte,0
do the board,do the board,task,mslatte,0
organize workshop,organize workshop,task,mslatte,0
dc circuits,dc circuits,task,mslatte,0
apply car registration,apply car registration,task,mslatte,0
call imi,call imi,task,mslatte,0
paint the walls,paint the walls,task,mslatte,0
pay travis,pay travis,task,mslatte,0
keyboard for phone,keyboard for phone,task,mslatte,0
organise thursday,organise thursday,task,mslatte,0
minecraft realms,minecraft realms,task,mslatte,0
work on marketing strategy,work on marketing strategy,task,mslatte,0
car in for service,car in for service,task,mslatte,0
respond to shafiqul,respond to shafiqul,task,mslatte,0
hair etc,hair etc,task,mslatte,0
website schedule,website schedule,task,mslatte,0
call pepco,call pepco,task,mslatte,0
clean bonus room,clean bonus room,task,mslatte,0
look at excel sheet,look at excel sheet,task,mslatte,0
prepare asparagus,prepare asparagus,task,mslatte,0
order beach towels,order beach towels,task,mslatte,0
high build primer,high build primer,task,mslatte,0
get bike inspected,get bike inspected,task,mslatte,0
make a list of books,make a list of books,task,mslatte,0
paypal fix,paypal fix,task,mslatte,0
recycle boxes,recycle boxes,task,mslatte,0
revise dissertation,revise dissertation,task,mslatte,0
clean fridge coils,clean fridge coils,task,mslatte,0
theory revision,theory revision,task,mslatte,0
email shaft,email shaft,task,mslatte,0
awards prep,awards prep,task,mslatte,0
recover chairs,recover chairs,task,mslatte,0
find black heels,find black heels,task,mslatte,0
call minie,call minie,task,mslatte,0
renew hostgator,renew hostgator,task,mslatte,0
find work bag,find work bag,task,mslatte,0
get flossers,get flossers,task,mslatte,0
create business cards,create business cards,task,mslatte,0
bring shoes to work,bring shoes to work,task,mslatte,0
review notebooks,review notebooks,task,mslatte,0
email dnature,email dnature,task,mslatte,0
specs claim,specs claim,task,mslatte,0
apply for esta,apply for esta,task,mslatte,0
replace carpeting,replace carpeting,task,mslatte,0
pay off my car,pay off my car,task,mslatte,0
call sandie,call sandie,task,mslatte,0
organise cupboards,organise cupboards,task,mslatte,0
submit weekly update,submit weekly update,task,mslatte,0
take a shower today,take a shower today,task,mslatte,0
haircut this weekend,haircut this weekend,task,mslatte,0
lidar,lidar,task,mslatte,0
set up watering system,set up watering system,task,mslatte,0
will paperwork,will paperwork,task,mslatte,0
cat jabs,cat jabs,task,mslatte,0
readme file,readme file,task,mslatte,0
buy filter for fridge,buy filter for fridge,task,mslatte,0
madras milk,madras milk,task,mslatte,0
ext ladder,ext ladder,task,mslatte,0
mow yard,mow yard,task,mslatte,0
complete program,complete program,task,mslatte,0
reply to wakkas,reply to wakkas,task,mslatte,0
check for life insurance,check for life insurance,task,mslatte,0
ask for letters,ask for letters,task,mslatte,0
hang bedroom curtains,hang bedroom curtains,task,mslatte,0
give dogs heart guard,give dogs heart guard,task,mslatte,0
start foundation,start foundation,task,mslatte,0
find emails,find emails,task,mslatte,0
maid agency,maid agency,task,mslatte,0
check oil on crv,check oil on crv,task,mslatte,0
add assignments to planner,add assignments to planner,task,mslatte,0
order nuva ring,order nuva ring,task,mslatte,0
buy digital watch,buy digital watch,task,mslatte,0
call credit co,call credit co,task,mslatte,0
talk to jo,talk to jo,task,mslatte,0
pay nichole,pay nichole,task,mslatte,0
deliveroo invoice,deliveroo invoice,task,mslatte,0
buy tank,buy tank,task,mslatte,0
exam q,exam q,task,mslatte,0
payc,payc,task,mslatte,0
call shigeto,call shigeto,task,mslatte,0
finalize grocery list,finalize grocery list,task,mslatte,0
turn off hot water,turn off hot water,task,mslatte,0
organize downstairs closet,organize downstairs closet,task,mslatte,0
buy present for kids,buy present for kids,task,mslatte,0
get payslips,get payslips,task,mslatte,0
fooseball table,fooseball table,task,mslatte,0
apwh notes,apwh notes,task,mslatte,0
email terra,email terra,task,mslatte,0
returns on amazon,returns on amazon,task,mslatte,0
look up campsites,look up campsites,task,mslatte,0
deposit condo cheque,deposit condo cheque,task,mslatte,0
make lemon chicken,make lemon chicken,task,mslatte,0
paint the living room,paint the living room,task,mslatte,0
prepare pdr,prepare pdr,task,mslatte,0
target express,target express,task,mslatte,0
print dars,print dars,task,mslatte,0
backyard trees,backyard trees,task,mslatte,0
purge basement,purge basement,task,mslatte,0
change desk,change desk,task,mslatte,0
email nigasan,email nigasan,task,mslatte,0
replace driveway,replace driveway,task,mslatte,0
sort out next week,sort out next week,task,mslatte,0
print invitation,print invitation,task,mslatte,0
spa report,spa report,task,mslatte,0
test users,test users,task,mslatte,0
set ad,set ad,task,mslatte,0
get gas for lawn mower,get gas for lawn mower,task,mslatte,0
call box,call box,task,mslatte,0
amazon prime cc,amazon prime cc,task,mslatte,0
hot tub call,hot tub call,task,mslatte,0
respond to suzi,respond to suzi,task,mslatte,0
create something,create something,task,mslatte,0
call hyen,call hyen,task,mslatte,0
rsvp to dinner,rsvp to dinner,task,mslatte,0
call aarti,call aarti,task,mslatte,0
walking socks,walking socks,task,mslatte,0
check fire extinguisher,check fire extinguisher,task,mslatte,0
drink lots of tea,drink lots of tea,task,mslatte,0
schedule housecleaners,schedule housecleaners,task,mslatte,0
haircutting,haircutting,task,mslatte,0
pie crust,pie crust,task,mslatte,0
baggage allowance,baggage allowance,task,mslatte,0
call rega,call rega,task,mslatte,0
buy chair covers,buy chair covers,task,mslatte,0
bridesmaid dress and shoes,bridesmaid dress and shoes,task,mslatte,0
text tenants,text tenants,task,mslatte,0
lube door,lube door,task,mslatte,0
text ofir,text ofir,task,mslatte,0
setting spray urban decay,setting spray urban decay,task,mslatte,0
reply to sheikh,reply to sheikh,task,mslatte,0
pay danfeng,pay danfeng,task,mslatte,0
call nfcu,call nfcu,task,mslatte,0
transfer switch,transfer switch,task,mslatte,0
pay loyld,pay loyld,task,mslatte,0
print set list,print set list,task,mslatte,0
clean corn,clean corn,task,mslatte,0
rbs interview,rbs interview,task,mslatte,0
get homecoming tickets,get homecoming tickets,task,mslatte,0
roadmap session,roadmap session,task,mslatte,0
set early alarm,set early alarm,task,mslatte,0
water the flowers,water the flowers,task,mslatte,0
email gurwinderjit,email gurwinderjit,task,mslatte,0
make podiatry appt,make podiatry appt,task,mslatte,0
buy mobile charger,buy mobile charger,task,mslatte,0
nige,nige,task,mslatte,0
mixture picture,mixture picture,task,mslatte,0
ikea prep,ikea prep,task,mslatte,0
dm checklist,dm checklist,task,mslatte,0
